"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri May 05 15:33:29 GMT 2023","Fri May 05 15:33:31 GMT 2023","1790","tests.moving_file","test_moving_file","","","","test_moving_file",""
"passed","Fri May 05 15:33:35 GMT 2023","Fri May 05 15:33:35 GMT 2023","238","tests.search_file","test_search_file","","","","test_search_unknown_file",""
"passed","Fri May 05 15:33:17 GMT 2023","Fri May 05 15:33:18 GMT 2023","250","tests.add_new_folder","test_add_folder","","","","test_add_unknown_folder",""
"passed","Fri May 05 15:33:16 GMT 2023","Fri May 05 15:33:17 GMT 2023","1027","tests.add_new_folder","test_add_folder","","","","test_add_folder",""
"passed","Fri May 05 15:33:23 GMT 2023","Fri May 05 15:33:24 GMT 2023","541","tests.download_file","test_download_file","","","","test_download_file",""
"passed","Fri May 05 15:33:24 GMT 2023","Fri May 05 15:33:24 GMT 2023","314","tests.download_file","test_download_file","","","","test_download_unknown_file",""
"passed","Fri May 05 15:33:32 GMT 2023","Fri May 05 15:33:33 GMT 2023","236","tests.moving_file","test_moving_file","","","","test_moving_unknown_file",""
"passed","Fri May 05 15:33:36 GMT 2023","Fri May 05 15:33:36 GMT 2023","169","tests.search_my_folder","test_search_folder","","","","test_search_folder_without_token",""
"passed","Fri May 05 15:33:19 GMT 2023","Fri May 05 15:33:19 GMT 2023","205","tests.create_new_file","test_create_file","","","","test_create_unknown_file",""
"passed","Fri May 05 15:33:21 GMT 2023","Fri May 05 15:33:23 GMT 2023","1479","tests.delete_file","test_delete_func","","","","test_delete_file",""
"passed","Fri May 05 15:33:34 GMT 2023","Fri May 05 15:33:34 GMT 2023","150","tests.rename_new_file","test_rename_file","","","","test_rename_unknown_file",""
"passed","Fri May 05 15:33:27 GMT 2023","Fri May 05 15:33:27 GMT 2023","257","tests.get_file_info","test_get_file_info","","","","test_get_file_info",""
"passed","Fri May 05 15:33:27 GMT 2023","Fri May 05 15:33:27 GMT 2023","201","tests.get_file_info","test_get_file_info","","","","test_get_unknown_file_info",""
"passed","Fri May 05 15:33:40 GMT 2023","Fri May 05 15:33:40 GMT 2023","160","tests.upload_file","test_upload_func","","","","test_unknown_link",""
"passed","Fri May 05 15:33:26 GMT 2023","Fri May 05 15:33:26 GMT 2023","341","tests.edit_file","test_edit_file","","","","test_edit_unknown_file",""
"passed","Fri May 05 15:33:36 GMT 2023","Fri May 05 15:33:36 GMT 2023","454","tests.search_my_folder","test_search_folder","","","","test_search_folder",""
"passed","Fri May 05 15:33:23 GMT 2023","Fri May 05 15:33:23 GMT 2023","195","tests.delete_file","test_delete_func","","","","test_delete_unknown_file",""
"passed","Fri May 05 15:33:24 GMT 2023","Fri May 05 15:33:26 GMT 2023","1447","tests.edit_file","test_edit_file","","","","test_edit_file",""
"passed","Fri May 05 15:33:34 GMT 2023","Fri May 05 15:33:35 GMT 2023","749","tests.search_file","test_search_file","","","","test_search_file",""
"passed","Fri May 05 15:33:33 GMT 2023","Fri May 05 15:33:34 GMT 2023","744","tests.rename_new_file","test_rename_file","","","","test_rename_file",""
"passed","Fri May 05 15:33:18 GMT 2023","Fri May 05 15:33:19 GMT 2023","1010","tests.create_new_file","test_create_file","","","","test_create_file",""
"passed","Fri May 05 15:33:38 GMT 2023","Fri May 05 15:33:38 GMT 2023","294","tests.upload_file","test_upload_func","","","","test_upload_file",""
