"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu May 04 15:20:29 GMT 2023","Thu May 04 15:20:30 GMT 2023","746","tests.create_new_file","test_create_file","","","","test_create_file",""
"passed","Thu May 04 15:20:35 GMT 2023","Thu May 04 15:20:36 GMT 2023","245","tests.edit_file","test_edit_file","","","","test_edit_unknown_file",""
"passed","Thu May 04 15:20:29 GMT 2023","Thu May 04 15:20:29 GMT 2023","177","tests.add_new_folder","test_add_folder","","","","test_add_unknown_folder",""
"passed","Thu May 04 15:20:39 GMT 2023","Thu May 04 15:20:39 GMT 2023","108","tests.search_my_folder","test_search_folder","","","","test_search_folder_without_token",""
"passed","Thu May 04 15:20:33 GMT 2023","Thu May 04 15:20:33 GMT 2023","158","tests.delete_file","test_delete_func","","","","test_delete_unknown_file",""
"passed","Thu May 04 15:20:37 GMT 2023","Thu May 04 15:20:37 GMT 2023","99","tests.rename_new_file","test_rename_file","","","","test_rename_unknown_file",""
"passed","Thu May 04 15:20:36 GMT 2023","Thu May 04 15:20:37 GMT 2023","467","tests.rename_new_file","test_rename_file","","","","test_rename_file",""
"passed","Thu May 04 15:20:38 GMT 2023","Thu May 04 15:20:39 GMT 2023","375","tests.search_my_folder","test_search_folder","","","","test_search_folder",""
"passed","Thu May 04 15:20:34 GMT 2023","Thu May 04 15:20:34 GMT 2023","182","tests.download_file","test_download_file","","","","test_download_unknown_file",""
"passed","Thu May 04 15:20:40 GMT 2023","Thu May 04 15:20:40 GMT 2023","239","tests.upload_file","test_upload_func","","","","test_upload_file",""
"passed","Thu May 04 15:20:41 GMT 2023","Thu May 04 15:20:41 GMT 2023","98","tests.upload_file","test_upload_func","","","","test_unknown_link",""
"passed","Thu May 04 15:20:32 GMT 2023","Thu May 04 15:20:33 GMT 2023","1340","tests.delete_file","test_delete_func","","","","test_delete_file",""
"passed","Thu May 04 15:20:33 GMT 2023","Thu May 04 15:20:34 GMT 2023","458","tests.download_file","test_download_file","","","","test_download_file",""
"passed","Thu May 04 15:20:34 GMT 2023","Thu May 04 15:20:35 GMT 2023","995","tests.edit_file","test_edit_file","","","","test_edit_file",""
"passed","Thu May 04 15:20:38 GMT 2023","Thu May 04 15:20:38 GMT 2023","166","tests.search_file","test_search_file","","","","test_search_unknown_file",""
"passed","Thu May 04 15:20:28 GMT 2023","Thu May 04 15:20:29 GMT 2023","603","tests.add_new_folder","test_add_folder","","","","test_add_folder",""
"passed","Thu May 04 15:20:36 GMT 2023","Thu May 04 15:20:36 GMT 2023","199","tests.get_file_info","test_get_file_info","","","","test_get_file_info",""
"passed","Thu May 04 15:20:37 GMT 2023","Thu May 04 15:20:38 GMT 2023","453","tests.search_file","test_search_file","","","","test_search_file",""
"passed","Thu May 04 15:20:30 GMT 2023","Thu May 04 15:20:30 GMT 2023","157","tests.create_new_file","test_create_file","","","","test_create_unknown_file",""
"passed","Thu May 04 15:20:36 GMT 2023","Thu May 04 15:20:36 GMT 2023","160","tests.get_file_info","test_get_file_info","","","","test_get_unknown_file_info",""
