"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu May 04 07:42:59 GMT 2023","Thu May 04 07:42:59 GMT 2023","99","tests.search_my_folder","test_search_folder","","","","test_search_folder_without_token",""
"passed","Thu May 04 07:42:57 GMT 2023","Thu May 04 07:42:58 GMT 2023","573","tests.rename_new_file","test_rename_file","","","","test_rename_file",""
"passed","Thu May 04 07:42:58 GMT 2023","Thu May 04 07:42:58 GMT 2023","167","tests.search_file","test_search_file","","","","test_search_unknown_file",""
"passed","Thu May 04 07:42:57 GMT 2023","Thu May 04 07:42:57 GMT 2023","203","tests.edit_file","test_edit_file","","","","test_edit_unknown_file",""
"passed","Thu May 04 07:42:51 GMT 2023","Thu May 04 07:42:51 GMT 2023","595","tests.add_new_folder","test_add_folder","","","","test_add_folder",""
"passed","Thu May 04 07:42:59 GMT 2023","Thu May 04 07:42:59 GMT 2023","329","tests.search_my_folder","test_search_folder","","","","test_search_folder",""
"passed","Thu May 04 07:42:54 GMT 2023","Thu May 04 07:42:54 GMT 2023","143","tests.delete_file","test_delete_func","","","","test_delete_unknown_file",""
"passed","Thu May 04 07:42:53 GMT 2023","Thu May 04 07:42:54 GMT 2023","815","tests.delete_file","test_delete_func","","","","test_delete_file",""
"passed","Thu May 04 07:43:00 GMT 2023","Thu May 04 07:43:01 GMT 2023","220","tests.upload_file","test_upload_func","","","","test_upload_file",""
"passed","Thu May 04 07:42:54 GMT 2023","Thu May 04 07:42:55 GMT 2023","381","tests.download_file","test_download_file","","","","test_download_file",""
"passed","Thu May 04 07:42:52 GMT 2023","Thu May 04 07:42:52 GMT 2023","175","tests.add_new_folder","test_add_folder","","","","test_add_unknown_folder",""
"passed","Thu May 04 07:43:02 GMT 2023","Thu May 04 07:43:02 GMT 2023","81","tests.upload_file","test_upload_func","","","","test_unknown_link",""
"passed","Thu May 04 07:42:55 GMT 2023","Thu May 04 07:42:57 GMT 2023","1481","tests.edit_file","test_edit_file","","","","test_edit_file",""
"passed","Thu May 04 07:42:58 GMT 2023","Thu May 04 07:42:58 GMT 2023","421","tests.search_file","test_search_file","","","","test_search_file",""
"passed","Thu May 04 07:42:55 GMT 2023","Thu May 04 07:42:55 GMT 2023","183","tests.download_file","test_download_file","","","","test_download_unknown_file",""
