"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri May 19 14:32:43 GMT 2023","Fri May 19 14:32:43 GMT 2023","223","tests.restore_file","test_restore_file","","","","test_restore_unknown_file",""
"broken","Fri May 19 14:32:37 GMT 2023","Fri May 19 14:32:37 GMT 2023","275","tests.download_file","test_download_file","","","","test_download_unknown_file",""
"passed","Fri May 19 14:32:41 GMT 2023","Fri May 19 14:32:41 GMT 2023","238","tests.moving_file","test_moving_file","","","","test_moving_unknown_file",""
"passed","Fri May 19 14:32:45 GMT 2023","Fri May 19 14:32:45 GMT 2023","157","tests.search_my_folder","test_search_folder","","","","test_search_folder_without_token",""
"passed","Fri May 19 14:32:35 GMT 2023","Fri May 19 14:32:35 GMT 2023","198","tests.delete_file","test_delete_func","","","","test_delete_unknown_file",""
"passed","Fri May 19 14:32:37 GMT 2023","Fri May 19 14:32:39 GMT 2023","1585","tests.edit_file","test_edit_file","","","","test_edit_file",""
"passed","Fri May 19 14:32:44 GMT 2023","Fri May 19 14:32:44 GMT 2023","214","tests.search_file","test_search_file","","","","test_search_unknown_file",""
"broken","Fri May 19 14:32:35 GMT 2023","Fri May 19 14:32:35 GMT 2023","0","tests.delete_to_trash","test_delete_to_the_trash","","","","test_delete_file_to_trash",""
"broken","Fri May 19 14:32:43 GMT 2023","Fri May 19 14:32:43 GMT 2023","0","tests.restore_file","test_restore_file","","","","test_restore_file",""
"broken","Fri May 19 14:32:45 GMT 2023","Fri May 19 14:32:45 GMT 2023","0","tests.upload_file","test_upload_func","","","","test_upload_file",""
"passed","Fri May 19 14:32:33 GMT 2023","Fri May 19 14:32:34 GMT 2023","1018","tests.create_new_file","test_create_file","","","","test_create_file",""
"passed","Fri May 19 14:32:40 GMT 2023","Fri May 19 14:32:40 GMT 2023","297","tests.get_file_info","test_get_file_info","","","","test_get_file_info",""
"passed","Fri May 19 14:32:43 GMT 2023","Fri May 19 14:32:43 GMT 2023","120","tests.rename_new_file","test_rename_file","","","","test_rename_unknown_file",""
"broken","Fri May 19 14:32:34 GMT 2023","Fri May 19 14:32:34 GMT 2023","0","tests.delete_file","test_delete_func","","","","test_delete_file",""
"passed","Fri May 19 14:32:42 GMT 2023","Fri May 19 14:32:42 GMT 2023","806","tests.rename_new_file","test_rename_file","","","","test_rename_file",""
"passed","Fri May 19 14:32:39 GMT 2023","Fri May 19 14:32:39 GMT 2023","335","tests.edit_file","test_edit_file","","","","test_edit_unknown_file",""
"passed","Fri May 19 14:32:41 GMT 2023","Fri May 19 14:32:41 GMT 2023","253","tests.get_file_info","test_get_file_info","","","","test_get_unknown_file_info",""
"passed","Fri May 19 14:32:45 GMT 2023","Fri May 19 14:32:46 GMT 2023","128","tests.upload_file","test_upload_func","","","","test_unknown_link",""
"passed","Fri May 19 14:32:35 GMT 2023","Fri May 19 14:32:35 GMT 2023","220","tests.delete_to_trash","test_delete_to_the_trash","","","","test_delete_unknown_file_to_trash",""
"passed","Fri May 19 14:32:39 GMT 2023","Fri May 19 14:32:40 GMT 2023","436","tests.empty_trash","test_empty_trash","","","","test_empty_trash",""
"passed","Fri May 19 14:32:40 GMT 2023","Fri May 19 14:32:40 GMT 2023","120","tests.empty_trash","test_empty_trash","","","","test_fail_empty_trash",""
"passed","Fri May 19 14:32:34 GMT 2023","Fri May 19 14:32:34 GMT 2023","215","tests.create_new_file","test_create_file","","","","test_create_unknown_file",""
"broken","Fri May 19 14:32:44 GMT 2023","Fri May 19 14:32:44 GMT 2023","395","tests.search_file","test_search_file","","","","test_search_file",""
"passed","Fri May 19 14:32:32 GMT 2023","Fri May 19 14:32:33 GMT 2023","219","tests.add_new_folder","test_add_folder","","","","test_add_unknown_folder",""
"passed","Fri May 19 14:32:44 GMT 2023","Fri May 19 14:32:45 GMT 2023","417","tests.search_my_folder","test_search_folder","","","","test_search_folder",""
"broken","Fri May 19 14:32:41 GMT 2023","Fri May 19 14:32:41 GMT 2023","0","tests.moving_file","test_moving_file","","","","test_moving_file",""
"broken","Fri May 19 14:32:36 GMT 2023","Fri May 19 14:32:36 GMT 2023","821","tests.download_file","test_download_file","","","","test_download_file",""
"passed","Fri May 19 14:32:31 GMT 2023","Fri May 19 14:32:32 GMT 2023","894","tests.add_new_folder","test_add_folder","","","","test_add_folder",""
